rel. 1/cm,CCD cts
 1.438578680E+03, 7.195999756E+02
 1.439102923E+03, 7.145999756E+02
 1.439627111E+03, 7.167999878E+02
 1.440151244E+03, 7.204000244E+02
 1.440675321E+03, 7.132000122E+02
 1.441199343E+03, 7.187999878E+02
 1.441723311E+03, 7.150000000E+02
 1.442247222E+03, 7.174000244E+02
 1.442771079E+03, 7.195999756E+02
 1.443294881E+03, 7.205999756E+02
 1.443818627E+03, 7.142000122E+02
 1.444342318E+03, 7.280000000E+02
 1.444865954E+03, 7.175999756E+02
 1.445389535E+03, 7.190000000E+02
 1.445913061E+03, 7.207999878E+02
 1.446436531E+03, 7.182000122E+02
 1.446959946E+03, 7.200000000E+02
 1.447483306E+03, 7.175999756E+02
 1.448006611E+03, 7.192000122E+02
 1.448529861E+03, 7.177999878E+02
 1.449053056E+03, 7.190000000E+02
 1.449576195E+03, 7.204000244E+02
 1.450099280E+03, 7.147999878E+02
 1.450622309E+03, 7.192000122E+02
 1.451145283E+03, 7.155999756E+02
 1.451668202E+03, 7.164000244E+02
 1.452191066E+03, 7.180000000E+02
 1.452713874E+03, 7.200000000E+02
 1.453236628E+03, 7.250000000E+02
 1.453759326E+03, 7.192000122E+02
 1.454281970E+03, 7.182000122E+02
 1.454804558E+03, 7.150000000E+02
 1.455327091E+03, 7.187999878E+02
 1.455849569E+03, 7.134000244E+02
 1.456371992E+03, 7.157999878E+02
 1.456894360E+03, 7.190000000E+02
 1.457416673E+03, 7.124000244E+02
 1.457938931E+03, 7.180000000E+02
 1.458461133E+03, 7.202000122E+02
 1.458983281E+03, 7.190000000E+02
 1.459505373E+03, 7.202000122E+02
 1.460027411E+03, 7.170000000E+02
 1.460549393E+03, 7.187999878E+02
 1.461071320E+03, 7.202000122E+02
 1.461593193E+03, 7.212000122E+02
 1.462115010E+03, 7.194000244E+02
 1.462636772E+03, 7.194000244E+02
 1.463158479E+03, 7.164000244E+02
 1.463680131E+03, 7.177999878E+02
 1.464201728E+03, 7.187999878E+02
 1.464723270E+03, 7.195999756E+02
 1.465244757E+03, 7.175999756E+02
 1.465766189E+03, 7.222000122E+02
 1.466287566E+03, 7.204000244E+02
 1.466808888E+03, 7.127999878E+02
 1.467330155E+03, 7.152000122E+02
 1.467851367E+03, 7.197999878E+02
 1.468372524E+03, 7.172000122E+02
 1.468893626E+03, 7.277999878E+02
 1.469414673E+03, 7.262000122E+02
 1.469935665E+03, 7.200000000E+02
 1.470456602E+03, 7.242000122E+02
 1.470977484E+03, 7.114000244E+02
 1.471498311E+03, 7.212000122E+02
 1.472019083E+03, 7.207999878E+02
 1.472539800E+03, 7.224000244E+02
 1.473060462E+03, 7.260000000E+02
 1.473581069E+03, 7.160000000E+02
 1.474101622E+03, 7.185999756E+02
 1.474622119E+03, 7.250000000E+02
 1.475142561E+03, 7.217999878E+02
 1.475662949E+03, 7.207999878E+02
 1.476183281E+03, 7.174000244E+02
 1.476703559E+03, 7.214000244E+02
 1.477223781E+03, 7.170000000E+02
 1.477743949E+03, 7.205999756E+02
 1.478264062E+03, 7.242000122E+02
 1.478784119E+03, 7.150000000E+02
 1.479304122E+03, 7.267999878E+02
 1.479824070E+03, 7.115999756E+02
 1.480343963E+03, 7.182000122E+02
 1.480863802E+03, 7.227999878E+02
 1.481383585E+03, 7.204000244E+02
 1.481903313E+03, 7.175999756E+02
 1.482422987E+03, 7.255999756E+02
 1.482942606E+03, 7.195999756E+02
 1.483462169E+03, 7.170000000E+02
 1.483981678E+03, 7.244000244E+02
 1.484501132E+03, 7.185999756E+02
 1.485020531E+03, 7.200000000E+02
 1.485539876E+03, 7.204000244E+02
 1.486059165E+03, 7.202000122E+02
 1.486578400E+03, 7.225999756E+02
 1.487097579E+03, 7.270000000E+02
 1.487616704E+03, 7.195999756E+02
 1.488135774E+03, 7.187999878E+02
 1.488654789E+03, 7.222000122E+02
 1.489173750E+03, 7.240000000E+02
 1.489692655E+03, 7.255999756E+02
 1.490211506E+03, 7.240000000E+02
 1.490730302E+03, 7.250000000E+02
 1.491249043E+03, 7.152000122E+02
 1.491767729E+03, 7.232000122E+02
 1.492286360E+03, 7.194000244E+02
 1.492804937E+03, 7.232000122E+02
 1.493323459E+03, 7.184000244E+02
 1.493841926E+03, 7.247999878E+02
 1.494360338E+03, 7.235999756E+02
 1.494878695E+03, 7.210000000E+02
 1.495396998E+03, 7.224000244E+02
 1.495915246E+03, 7.212000122E+02
 1.496433439E+03, 7.210000000E+02
 1.496951577E+03, 7.272000122E+02
 1.497469661E+03, 7.252000122E+02
 1.497987689E+03, 7.327999878E+02
 1.498505663E+03, 7.175999756E+02
 1.499023583E+03, 7.252000122E+02
 1.499541447E+03, 7.255999756E+02
 1.500059257E+03, 7.252000122E+02
 1.500577012E+03, 7.250000000E+02
 1.501094712E+03, 7.182000122E+02
 1.501612358E+03, 7.255999756E+02
 1.502129948E+03, 7.195999756E+02
 1.502647485E+03, 7.232000122E+02
 1.503164966E+03, 7.287999878E+02
 1.503682392E+03, 7.310000000E+02
 1.504199764E+03, 7.222000122E+02
 1.504717082E+03, 7.265999756E+02
 1.505234344E+03, 7.214000244E+02
 1.505751552E+03, 7.277999878E+02
 1.506268705E+03, 7.232000122E+02
 1.506785803E+03, 7.265999756E+02
 1.507302847E+03, 7.235999756E+02
 1.507819836E+03, 7.232000122E+02
 1.508336770E+03, 7.182000122E+02
 1.508853650E+03, 7.192000122E+02
 1.509370475E+03, 7.230000000E+02
 1.509887245E+03, 7.235999756E+02
 1.510403961E+03, 7.240000000E+02
 1.510920622E+03, 7.304000244E+02
 1.511437228E+03, 7.220000000E+02
 1.511953779E+03, 7.187999878E+02
 1.512470276E+03, 7.247999878E+02
 1.512986719E+03, 7.205999756E+02
 1.513503106E+03, 7.257999878E+02
 1.514019439E+03, 7.254000244E+02
 1.514535718E+03, 7.227999878E+02
 1.515051942E+03, 7.230000000E+02
 1.515568111E+03, 7.217999878E+02
 1.516084225E+03, 7.242000122E+02
 1.516600285E+03, 7.270000000E+02
 1.517116291E+03, 7.224000244E+02
 1.517632241E+03, 7.274000244E+02
 1.518148137E+03, 7.227999878E+02
 1.518663979E+03, 7.252000122E+02
 1.519179766E+03, 7.264000244E+02
 1.519695498E+03, 7.232000122E+02
 1.520211176E+03, 7.194000244E+02
 1.520726799E+03, 7.230000000E+02
 1.521242367E+03, 7.187999878E+02
 1.521757881E+03, 7.250000000E+02
 1.522273341E+03, 7.212000122E+02
 1.522788745E+03, 7.285999756E+02
 1.523304096E+03, 7.254000244E+02
 1.523819391E+03, 7.274000244E+02
 1.524334632E+03, 7.294000244E+02
 1.524849819E+03, 7.252000122E+02
 1.525364951E+03, 7.230000000E+02
 1.525880029E+03, 7.224000244E+02
 1.526395052E+03, 7.294000244E+02
 1.526910020E+03, 7.240000000E+02
 1.527424934E+03, 7.204000244E+02
 1.527939793E+03, 7.202000122E+02
 1.528454598E+03, 7.294000244E+02
 1.528969348E+03, 7.224000244E+02
 1.529484044E+03, 7.272000122E+02
 1.529998685E+03, 7.260000000E+02
 1.530513272E+03, 7.302000122E+02
 1.531027804E+03, 7.294000244E+02
 1.531542282E+03, 7.317999878E+02
 1.532056705E+03, 7.224000244E+02
 1.532571074E+03, 7.250000000E+02
 1.533085388E+03, 7.244000244E+02
 1.533599648E+03, 7.224000244E+02
 1.534113854E+03, 7.252000122E+02
 1.534628004E+03, 7.187999878E+02
 1.535142101E+03, 7.315999756E+02
 1.535656143E+03, 7.274000244E+02
 1.536170130E+03, 7.260000000E+02
 1.536684063E+03, 7.277999878E+02
 1.537197942E+03, 7.304000244E+02
 1.537711766E+03, 7.304000244E+02
 1.538225535E+03, 7.224000244E+02
 1.538739251E+03, 7.310000000E+02
 1.539252911E+03, 7.277999878E+02
 1.539766518E+03, 7.265999756E+02
 1.540280070E+03, 7.214000244E+02
 1.540793567E+03, 7.247999878E+02
 1.541307010E+03, 7.250000000E+02
 1.541820399E+03, 7.325999756E+02
 1.542333733E+03, 7.275999756E+02
 1.542847013E+03, 7.235999756E+02
 1.543360238E+03, 7.205999756E+02
 1.543873409E+03, 7.234000244E+02
 1.544386526E+03, 7.272000122E+02
 1.544899588E+03, 7.185999756E+02
 1.545412596E+03, 7.255999756E+02
 1.545925549E+03, 7.207999878E+02
 1.546438448E+03, 7.185999756E+02
 1.546951293E+03, 7.207999878E+02
 1.547464083E+03, 7.264000244E+02
 1.547976819E+03, 7.285999756E+02
 1.548489501E+03, 7.285999756E+02
 1.549002128E+03, 7.300000000E+02
 1.549514701E+03, 7.257999878E+02
 1.550027219E+03, 7.274000244E+02
 1.550539683E+03, 7.262000122E+02
 1.551052093E+03, 7.215999756E+02
 1.551564449E+03, 7.224000244E+02
 1.552076750E+03, 7.272000122E+02
 1.552588997E+03, 7.220000000E+02
 1.553101189E+03, 7.232000122E+02
 1.553613327E+03, 7.177999878E+02
 1.554125411E+03, 7.230000000E+02
 1.554637441E+03, 7.307999878E+02
 1.555149416E+03, 7.312000122E+02
 1.555661337E+03, 7.215999756E+02
 1.556173203E+03, 7.250000000E+02
 1.556685016E+03, 7.302000122E+02
 1.557196774E+03, 7.294000244E+02
 1.557708477E+03, 7.294000244E+02
 1.558220127E+03, 7.215999756E+02
 1.558731722E+03, 7.267999878E+02
 1.559243263E+03, 7.262000122E+02
 1.559754749E+03, 7.240000000E+02
 1.560266182E+03, 7.304000244E+02
 1.560777560E+03, 7.274000244E+02
 1.561288884E+03, 7.272000122E+02
 1.561800153E+03, 7.255999756E+02
 1.562311368E+03, 7.217999878E+02
 1.562822530E+03, 7.294000244E+02
 1.563333636E+03, 7.242000122E+02
 1.563844689E+03, 7.240000000E+02
 1.564355687E+03, 7.242000122E+02
 1.564866631E+03, 7.305999756E+02
 1.565377521E+03, 7.304000244E+02
 1.565888357E+03, 7.285999756E+02
 1.566399138E+03, 7.282000122E+02
 1.566909865E+03, 7.264000244E+02
 1.567420538E+03, 7.225999756E+02
 1.567931157E+03, 7.305999756E+02
 1.568441722E+03, 7.274000244E+02
 1.568952232E+03, 7.254000244E+02
 1.569462688E+03, 7.327999878E+02
 1.569973090E+03, 7.227999878E+02
 1.570483438E+03, 7.285999756E+02
 1.570993732E+03, 7.254000244E+02
 1.571503971E+03, 7.215999756E+02
 1.572014156E+03, 7.277999878E+02
 1.572524287E+03, 7.274000244E+02
 1.573034364E+03, 7.255999756E+02
 1.573544387E+03, 7.304000244E+02
 1.574054356E+03, 7.294000244E+02
 1.574564270E+03, 7.260000000E+02
 1.575074131E+03, 7.312000122E+02
 1.575583937E+03, 7.264000244E+02
 1.576093689E+03, 7.242000122E+02
 1.576603387E+03, 7.254000244E+02
 1.577113030E+03, 7.284000244E+02
 1.577622620E+03, 7.270000000E+02
 1.578132155E+03, 7.310000000E+02
 1.578641637E+03, 7.240000000E+02
 1.579151064E+03, 7.254000244E+02
 1.579660437E+03, 7.277999878E+02
 1.580169756E+03, 7.255999756E+02
 1.580679021E+03, 7.272000122E+02
 1.581188232E+03, 7.257999878E+02
 1.581697389E+03, 7.325999756E+02
 1.582206491E+03, 7.294000244E+02
 1.582715540E+03, 7.287999878E+02
 1.583224534E+03, 7.244000244E+02
 1.583733475E+03, 7.280000000E+02
 1.584242361E+03, 7.304000244E+02
 1.584751193E+03, 7.334000244E+02
 1.585259971E+03, 7.282000122E+02
 1.585768695E+03, 7.280000000E+02
 1.586277365E+03, 7.292000122E+02
 1.586785981E+03, 7.270000000E+02
 1.587294543E+03, 7.275999756E+02
 1.587803051E+03, 7.337999878E+02
 1.588311505E+03, 7.272000122E+02
 1.588819905E+03, 7.324000244E+02
 1.589328251E+03, 7.322000122E+02
 1.589836542E+03, 7.312000122E+02
 1.590344780E+03, 7.297999878E+02
 1.590852964E+03, 7.302000122E+02
 1.591361093E+03, 7.255999756E+02
 1.591869169E+03, 7.292000122E+02
 1.592377191E+03, 7.280000000E+02
 1.592885158E+03, 7.335999756E+02
 1.593393072E+03, 7.277999878E+02
 1.593900932E+03, 7.270000000E+02
 1.594408737E+03, 7.307999878E+02
 1.594916489E+03, 7.242000122E+02
 1.595424187E+03, 7.232000122E+02
 1.595931830E+03, 7.250000000E+02
 1.596439420E+03, 7.295999756E+02
 1.596946956E+03, 7.277999878E+02
 1.597454438E+03, 7.272000122E+02
 1.597961865E+03, 7.287999878E+02
 1.598469239E+03, 7.320000000E+02
 1.598976559E+03, 7.267999878E+02
 1.599483825E+03, 7.307999878E+02
 1.599991037E+03, 7.260000000E+02
 1.600498195E+03, 7.307999878E+02
 1.601005299E+03, 7.325999756E+02
 1.601512349E+03, 7.324000244E+02
 1.602019346E+03, 7.347999878E+02
 1.602526288E+03, 7.244000244E+02
 1.603033176E+03, 7.267999878E+02
 1.603540011E+03, 7.282000122E+02
 1.604046791E+03, 7.280000000E+02
 1.604553518E+03, 7.237999878E+02
 1.605060191E+03, 7.290000000E+02
 1.605566809E+03, 7.294000244E+02
 1.606073374E+03, 7.320000000E+02
